ra,dec,rMeanPSFMag
150.70028238,44.73663499,-999.000
150.70540399,44.73810353,-999.000
150.70575458,44.73815474,-999.000
150.70599344,44.73525824,-999.000
150.70596322,44.73484489,-999.000
150.70642207,44.73464276,-999.000
150.70625691,44.73872972,-999.000
149.43016074,44.88557409,-999.000
149.43154136,44.88655181,-999.000
149.43682423,44.89020258,-999.000
149.43705933,44.88461351,-999.000
149.44718923,44.88954629,-999.000
149.44908898,44.88517654,-999.000
149.45928976,44.88364438,-999.000
149.46412695,44.89060952,-999.000
149.47024590,44.88518494,-999.000
149.47579280,44.88695031,-999.000
149.49096971,44.89060972,-999.000
150.46884844,45.02312463,-999.000
150.47512654,45.02410225,-999.000
150.48333600,45.01725114,-999.000
150.49491467,45.01678047,-999.000
149.30409843,45.17014985,-999.000
149.30515254,45.17415535,-999.000
149.30653684,45.17301665,-999.000
149.30804152,45.17202619,-999.000
149.31003259,45.17256015,-999.000
149.31180467,45.17308494,-999.000
149.31209015,45.17253484,-999.000
149.31484289,45.16972838,-999.000
149.31594901,45.17390184,-999.000
149.31810769,45.16823799,-999.000
149.32168452,45.16645500,-999.000
149.80570072,45.31837410,-999.000
149.80668603,45.32052852,-999.000
149.80749975,45.32033271,-999.000
149.80991771,45.31602869,-999.000
149.81031370,45.31955686,-999.000
149.81099765,45.32064144,-999.000
149.83198812,45.32158590,-999.000
149.83767966,45.32222795,-999.000
149.83997507,45.31867586,-999.000
150.52672785,45.19389907,-999.000
150.52728298,45.19792877,-999.000
150.53108183,45.19931255,-999.000
150.53533294,45.19469368,-999.000
150.53581660,45.19757296,-999.000
150.53874254,45.19779182,-999.000
150.53975434,45.19474579,-999.000
150.54282888,45.19870871,-999.000
150.54378304,45.19679689,-999.000
150.54436373,45.19912285,-999.000
150.54438229,45.19714826,-999.000
150.54500921,45.19916884,-999.000
150.54534601,45.19630568,-999.000
150.54572356,45.19596377,-999.000
150.43387343,45.35078397,-999.000
150.43841169,45.35284396,-999.000
150.44206989,45.35760109,-999.000
150.44608442,45.35292435,-999.000
150.44629019,45.35692591,-999.000
150.44661026,45.35360637,-999.000
150.44702216,45.35072893,-999.000
150.45148568,45.35472607,-999.000
149.99933846,45.56847566,-999.000
150.00198354,45.56864894,-999.000
150.00734433,45.56870532,-999.000
150.00719638,45.56985713,-999.000
150.00968512,45.56923830,-999.000
150.01212450,45.57030970,-999.000
150.02388512,45.56931506,-999.000
150.03072376,45.56995121,-999.000
150.03384968,45.57007840,-999.000
149.80090745,44.63677821,-999.000
149.80093545,44.63672137,-999.000
149.80193894,44.63832726,-999.000
149.82308936,44.63924640,-999.000
149.82828139,44.63351091,-999.000
149.84003192,44.63754392,-999.000
149.84505047,44.63823037,-999.000
150.40378943,44.92925681,-999.000
150.41646839,44.93233056,-999.000
150.42098125,44.92537145,-999.000
150.72733103,45.07059236,-999.000
150.74286798,45.07247363,-999.000
149.67389039,45.21804188,-999.000
149.67434071,45.21881522,-999.000
149.67769606,45.22241423,-999.000
149.67817770,45.22157250,-999.000
149.67864204,45.21796093,-999.000
149.67923378,45.21850076,-999.000
149.67982518,45.21651180,-999.000
149.68264389,45.22121544,12.979
149.68260819,45.22240072,-999.000
149.68292276,45.22004126,-999.000
149.68325518,45.22364558,-999.000
149.68548112,45.21907682,-999.000
149.68842648,45.21780074,-999.000
149.69122666,45.22213226,-999.000
149.69183946,45.21914853,-999.000
149.99953634,45.38230869,-999.000
150.00660035,45.37840850,-999.000
150.00982684,45.37692125,-999.000
150.01015526,45.37888505,-999.000
150.02756479,45.37576746,-999.000
149.88245886,45.08913324,-999.000
149.90972833,45.08570213,-999.000
149.92967254,45.08664898,-999.000
149.93725570,45.08654474,-999.000
149.94576988,45.08693039,-999.000
149.95393599,45.08319891,-999.000
149.95504476,45.09005979,-999.000
149.26346794,45.23687321,-999.000
149.26902863,45.23851091,-999.000
149.27229282,45.23561545,-999.000
149.27336721,45.23575144,-999.000
149.27349019,45.23735051,-999.000
149.27843583,45.23813818,-999.000
149.27882574,45.23898225,-999.000
149.28487601,45.23993300,-999.000
149.28500926,45.24011846,-999.000
149.29573348,45.23534955,-999.000
149.29689522,45.23523445,-999.000
149.30249834,45.23940124,-999.000
149.30927090,45.23487205,-999.000
149.62437505,45.39790741,-999.000
149.63124264,45.39664348,-999.000
149.63195227,45.39593325,-999.000
149.63517236,45.39403964,-999.000
149.63677030,45.39320871,-999.000
149.63945620,45.39851950,-999.000
149.64530933,45.39122684,-999.000
149.64829794,45.39895076,-999.000
149.65319031,45.39443325,-999.000
149.65543920,45.39651274,-999.000
149.65617136,45.39758249,-999.000
149.66091240,45.39631444,-999.000
149.66223084,45.39487180,-999.000
150.34758703,44.49014771,-999.000
150.36871103,44.48958898,-999.000
150.37970598,44.48363179,-999.000
150.38819037,44.48943775,-999.000
149.34373018,44.67626794,-999.000
149.34405712,44.68255396,-999.000
149.35134030,44.67882033,-999.000
149.36589368,44.67510168,-999.000
149.37594230,44.67610289,-999.000
149.38038210,44.67752412,-999.000
149.38047476,44.67508091,-999.000
149.38352627,44.67588201,-999.000
149.38420094,44.67991062,-999.000
149.38686894,44.67854756,-999.000
149.39053607,44.67644461,-999.000
150.42346851,44.82718939,-999.000
150.43440267,44.82656908,-999.000
150.43691312,44.82936339,-999.000
150.44073800,44.82751634,-999.000
150.44069380,44.82942883,-999.000
150.44474872,44.82733480,-999.000
150.44900789,44.83093151,-999.000
150.28828029,44.96094203,-999.000
150.30139615,44.95853246,-999.000
150.30263643,44.96102023,-999.000
150.33358180,44.96341523,-999.000
149.31972132,45.11479248,-999.000
149.32262063,45.11522011,-999.000
149.32284410,45.11191746,-999.000
149.32635330,45.11157706,-999.000
149.32769761,45.11104229,-999.000
149.33475828,45.11526598,-999.000
149.33594909,45.11442015,-999.000
149.34169796,45.11520107,-999.000
149.34636043,45.11203660,-999.000
149.34732781,45.11347083,-999.000
149.37280685,45.10802513,-999.000
149.89011106,45.37636921,-999.000
149.89194887,45.37893143,-999.000
149.89543326,45.37541920,-999.000
149.91399944,45.37622120,-999.000
149.91407090,45.37971848,-999.000
149.93338201,45.38096352,-999.000
149.93478500,45.38205146,-999.000
149.74012787,44.46691603,-999.000
149.74548533,44.46801685,-999.000
149.75219568,44.47013377,-999.000
149.76355153,44.47076703,-999.000
149.77935560,44.46648323,-999.000
149.78065486,44.46698695,-999.000
149.93095231,44.66474992,-999.000
149.93082836,44.66495677,-999.000
149.94041230,44.66000495,-999.000
149.95501509,44.66367170,-999.000
149.95514338,44.66402665,-999.000
149.95704936,44.66591415,-999.000
149.95783005,44.66365604,-999.000
150.03356556,44.82118477,-999.000
150.03915298,44.82126207,-999.000
150.04118482,44.81702038,-999.000
150.04150475,44.82117299,-999.000
150.04278899,44.81737141,-999.000
150.04343690,44.82117282,-999.000
150.04782329,44.82117424,-999.000
150.04910575,44.82107352,-999.000
150.05019831,44.81784510,-999.000
150.05136007,44.82113556,-999.000
150.06779959,44.82114605,-999.000
149.97511033,44.95321060,-999.000
149.97581535,44.95352943,-999.000
149.98030034,44.95279090,-999.000
149.98080680,44.95180359,-999.000
149.98729879,44.94945780,-999.000
149.99451947,44.95162202,-999.000
149.99944953,44.95758717,-999.000
149.99951230,44.95164128,-999.000
150.00648779,44.95283817,-999.000
150.01196473,44.95138452,-999.000
150.40618082,45.09803831,-999.000
150.41815581,45.09912230,-999.000
150.41902535,45.09819727,15.379
150.42000195,45.09773301,-999.000
150.46112621,45.09794514,-999.000
149.69573319,45.24479532,-999.000
149.70947501,45.24211037,-999.000
149.73228320,45.24862823,-999.000
149.73823901,45.24197390,-999.000
149.91296731,45.40477732,-999.000
149.93611765,45.40499600,-999.000
149.95430061,45.40714082,-999.000
150.02306349,44.68427536,-999.000
150.03714874,44.68941060,-999.000
150.04710843,44.68674022,-999.000
150.04897281,44.68707038,-999.000
150.05045346,44.68685951,-999.000
150.05276527,44.69084280,-999.000
150.05412129,44.68738886,-999.000
150.05612367,44.68756851,-999.000
149.55402689,44.84878331,-999.000
149.55830651,44.84371300,-999.000
149.56078530,44.84743980,-999.000
149.56424926,44.84683678,-999.000
149.57011737,44.84483440,-999.000
149.59880878,44.84703269,-999.000
149.21811976,44.97660592,-999.000
149.23074872,44.97620831,-999.000
149.24135627,44.97922063,-999.000
149.24186729,44.97760674,-999.000
149.25730765,44.97798383,-999.000
149.26313764,44.97507282,-999.000
149.26514447,44.97951860,-999.000
149.26743306,44.97993958,-999.000
149.27039769,44.97521757,-999.000
149.27502469,44.97722727,-999.000
149.79593405,45.11721506,-999.000
149.81276489,45.12132656,-999.000
149.82012189,45.12007441,-999.000
149.83132982,45.11722985,-999.000
149.84169733,45.11646362,-999.000
149.84299913,45.11834953,-999.000
149.84566111,45.12173502,-999.000
149.84600311,45.12249615,-999.000
149.34093928,45.27260321,-999.000
149.34320789,45.27185246,-999.000
149.34409013,45.27134499,-999.000
149.34615708,45.27343705,-999.000
149.34642912,45.27073663,-999.000
149.36285609,45.27363522,-999.000
149.36439114,45.26834807,-999.000
149.37153224,45.27075362,-999.000
149.37706445,45.27300042,-999.000
149.37771531,45.26783699,-999.000
149.38507030,45.27400572,-999.000
149.38619261,45.27353900,-999.000
149.39066194,45.27332817,-999.000
149.53982875,45.42997580,-999.000
149.54387092,45.43257766,-999.000
149.54616889,45.42729291,-999.000
149.54926089,45.42780601,-999.000
149.56912739,45.42859805,-999.000
149.57355869,45.42569512,-999.000
149.57668268,45.42539199,-999.000
150.45578176,44.53296661,-999.000
150.45619178,44.53863140,-999.000
150.45895077,44.53558813,-999.000
150.45958461,44.53465947,-999.000
150.46828980,44.53995617,-999.000
150.47219406,44.53687131,-999.000
150.47286369,44.53797364,-999.000
150.47960725,44.54107160,-999.000
150.48000660,44.53902464,-999.000
150.48080245,44.53562629,-999.000
149.88862588,44.70973307,-999.000
149.88977376,44.71438618,-999.000
149.89783901,44.70957384,-999.000
149.90097493,44.71074567,-999.000
149.90147332,44.71049476,-999.000
149.90202562,44.71440812,-999.000
149.91107645,44.71329399,-999.000
149.92446136,44.71312452,-999.000
149.92788493,44.70962818,-999.000
149.92903640,44.71338956,-999.000
149.93004135,44.70790911,-999.000
150.33636145,44.79096644,-999.000
150.35408022,44.78791990,-999.000
150.35820808,44.78287557,-999.000
150.35938883,44.78409310,-999.000
150.36036071,44.78720238,-999.000
150.36674640,44.78601343,-999.000
150.37537420,44.78625527,-999.000
150.37859519,44.78895682,-999.000
150.37909885,44.78693237,-999.000
150.37932978,44.78430486,-999.000
149.27555111,44.92770619,-999.000
149.27504187,44.92793891,-999.000
149.27486476,44.92730808,-999.000
149.27438738,44.92605379,-999.000
149.27179964,44.92498772,-999.000
149.26905031,44.93073486,-999.000
149.26872950,44.92635052,-999.000
149.26829378,44.93068824,-999.000
149.26741943,44.92973912,-999.000
149.26498349,44.92958441,-999.000
149.26319405,44.93109533,-999.000
149.25441574,44.93187308,-999.000
149.25418687,44.92619571,-999.000
149.25315311,44.92991684,-999.000
149.25049791,44.92584047,-999.000
149.63691649,45.07008854,-999.000
149.63822398,45.06734949,-999.000
149.75443406,45.21156557,-999.000
150.14196726,45.20843150,-999.000
150.14868524,45.21241484,-999.000
150.15222565,45.21272293,-999.000
150.01672923,45.37419366,-999.000
150.01703235,45.36879055,-999.000
150.02092118,45.36622355,-999.000
150.02116395,45.36673711,-999.000
150.02368074,45.37046717,-999.000
150.02391607,45.37349700,-999.000
150.02452056,45.37137306,-999.000
150.40719626,45.36786504,-999.000
150.44266291,45.37126021,-999.000
150.16843539,44.43934203,-999.000
150.17639097,44.43713747,-999.000
150.17637191,44.44107537,-999.000
150.18210034,44.43966749,-999.000
150.09583050,44.44438237,-999.000
150.32816527,44.64288329,14.162
150.33677898,44.64189978,-999.000
149.51744640,44.65743184,-999.000
149.51862608,44.65728846,-999.000
149.48340761,44.80990468,-999.000
149.48813631,44.81108428,-999.000
149.49622663,44.81148440,-999.000
149.49736659,44.81024879,-999.000
149.49995793,44.81474581,-999.000
149.50386637,44.81457212,-999.000
149.50525015,44.81289770,-999.000
149.50573460,44.81243606,-999.000
149.51645814,44.81458180,-999.000
149.94514232,44.81033219,-999.000
149.63779245,44.94572064,-999.000
149.63963343,44.94761891,-999.000
149.64153967,44.94623965,-999.000
149.64979515,44.94819655,-999.000
149.65068877,44.94657242,-999.000
149.66918956,44.94231916,-999.000
149.67388544,44.94214316,-999.000
149.67521698,44.94379749,-999.000
149.67656253,44.94678281,-999.000
150.17205236,45.37829713,-999.000
150.18941250,45.37657256,-999.000
150.20116010,45.37836145,-999.000
150.20263243,45.37789823,-999.000
150.22062011,45.38235090,-999.000
150.22144124,45.37963171,-999.000
149.90609353,44.49975336,-999.000
149.91306102,44.50374661,-999.000
149.91646894,44.50356291,-999.000
149.91647940,44.50359410,-999.000
149.93734004,44.50122728,-999.000
149.94295288,44.49955141,-999.000
149.94427585,44.50592808,-999.000
149.95091081,44.50277823,-999.000
149.95351518,44.50359272,-999.000
149.95419041,44.50358639,-999.000
150.57389587,44.67560773,-999.000
150.58065755,44.67896276,-999.000
150.59035309,44.68103809,-999.000
150.59504287,44.67887168,-999.000
150.59714513,44.68142744,-999.000
150.59768099,44.67559620,-999.000
150.59776901,44.67743307,-999.000
150.59845181,44.67791368,-999.000
150.60798891,44.67902719,-999.000
150.15583800,44.83949699,-999.000
150.12847423,44.83509691,-999.000
149.95628014,44.97376868,-999.000
149.95796346,44.97257037,-999.000
149.98082679,44.97006225,-999.000
149.98431334,44.97037239,-999.000
149.98632670,44.97092753,-999.000
149.98676534,44.96998268,-999.000
149.99438599,44.96630921,-999.000
149.99878219,44.97388136,-999.000
150.00605706,44.97397533,-999.000
150.53214190,45.11090861,-999.000
150.54321100,45.10960911,-999.000
150.54703878,45.11325776,-999.000
150.55295356,45.11464164,-999.000
150.56612987,45.11083552,-999.000
150.14709888,45.25902407,-999.000
150.14885201,45.26473196,-999.000
150.17512596,45.41867706,-999.000
150.17931877,45.41917553,-999.000
150.18163486,45.41915142,-999.000
150.18167116,45.42128462,-999.000
150.18282798,45.42046934,-999.000
150.18370291,45.41734947,-999.000
150.19198294,45.41797101,-999.000
150.19632771,45.41747913,-999.000
150.21708017,45.41908803,-999.000
150.52050681,45.02424907,-999.000
150.52625988,45.01660878,15.923
150.53039302,45.02413153,-999.000
150.57081247,45.02116997,-999.000
149.33264769,45.16826335,-999.000
149.33356052,45.17012872,-999.000
149.35425371,45.17109919,-999.000
149.37363884,45.17147773,-999.000
149.84379834,45.32243661,-999.000
149.84973934,45.32015556,-999.000
149.84998259,45.32175386,-999.000
149.86738968,45.32015939,-999.000
149.87161529,45.32408135,15.756
149.87738284,45.31818497,-999.000
149.89144105,45.32197710,-999.000
149.89696254,45.31634960,-999.000
149.88276798,45.49283950,-999.000
149.88287600,45.49309798,-999.000
149.88438578,45.49305578,-999.000
149.70714038,44.61573942,-999.000
149.71916428,44.61125883,-999.000
149.71907567,44.61042969,-999.000
149.72008776,44.60965101,-999.000
149.72117036,44.61093854,-999.000
149.72129389,44.60974727,-999.000
149.72150853,44.61019902,-999.000
149.72219797,44.61018001,-999.000
149.72732105,44.61394188,-999.000
149.73177681,44.61162793,-999.000
149.73631647,44.61099514,-999.000
149.52954813,44.76717288,-999.000
149.54017524,44.76648772,-999.000
149.56141243,44.76877403,-999.000
149.58106131,44.76682112,-999.000
150.40578207,44.90743954,-999.000
150.40806284,44.90194995,-999.000
150.40942831,44.90371311,-999.000
150.41308451,44.90756913,-999.000
150.41929090,44.90705964,-999.000
150.42913726,44.90549409,-999.000
150.43947972,44.90275820,-999.000
150.44680246,44.90205980,-999.000
150.46505422,44.90290820,-999.000
150.46517286,44.90312025,-999.000
150.46727095,44.90728279,-999.000
150.36743656,45.04791272,-999.000
150.37533876,45.04847589,-999.000
150.37661725,45.04511195,-999.000
150.37686941,45.04747742,-999.000
150.38042621,45.04549594,-999.000
149.81837773,45.49309304,-999.000
149.83344514,45.49252640,-999.000
149.83590833,45.49580106,-999.000
149.84581506,45.49841491,-999.000
149.84914873,45.49727959,-999.000
149.84957944,45.49712439,-999.000
149.84946964,45.49312804,-999.000
149.66242593,44.61450129,-999.000
149.68013562,44.61539802,-999.000
149.68089247,44.61306289,-999.000
149.68844939,44.60982574,-999.000
149.69275709,44.60903549,-999.000
149.50724543,44.76873544,-999.000
149.50884925,44.76954260,-999.000
149.51097780,44.77033281,-999.000
149.51371015,44.77304549,-999.000
149.51515125,44.77378078,-999.000
149.52569557,44.77369043,-999.000
149.52659697,44.76870514,-999.000
150.33931803,44.90422076,-999.000
150.33939919,44.90560755,-999.000
150.34642964,44.90266893,-999.000
150.38213184,44.90732125,-999.000
150.39151287,44.90073639,-999.000
150.28952985,45.04663599,-999.000
150.29028380,45.04738957,15.049
150.29519502,45.04847936,14.077
150.29555495,45.04803226,-999.000
150.29600504,45.04877199,-999.000
150.30032164,45.04141369,-999.000
150.32434713,45.04489093,-999.000
150.34807401,45.04180642,-999.000
149.30431118,45.19886089,-999.000
149.30972030,45.19284510,-999.000
149.31268908,45.19259561,-999.000
149.31280307,45.19554744,-999.000
149.32072979,45.19350458,-999.000
150.52308863,45.34838560,-999.000
150.52381441,45.34816701,-999.000
150.52645662,45.34557736,-999.000
150.52799181,45.34256737,-999.000
150.52916038,45.34343344,-999.000
150.53242190,45.34878770,-999.000
150.53308685,45.34745675,-999.000
150.53449576,45.34540656,-999.000
150.53473324,45.34867073,-999.000
150.54764966,45.34323473,-999.000
150.12130694,45.54170643,-999.000
150.13147151,45.54854494,-999.000
150.13170993,45.54831167,-999.000
150.14334994,45.54769602,-999.000
150.14768486,45.54168631,-999.000
150.14840399,45.54227724,-999.000
150.14844612,45.54256831,-999.000
150.15101397,45.54610882,-999.000
150.15267785,45.54832485,-999.000
149.76910470,44.50148289,-999.000
149.77050945,44.50670332,-999.000
149.78919020,44.50046545,-999.000
149.79430738,44.50296301,-999.000
149.79449687,44.50288778,-999.000
149.79895265,44.50095002,-999.000
149.79910511,44.50130040,-999.000
149.99864454,44.65831964,-999.000
150.39736945,44.68148927,-999.000
150.39780099,44.67838730,-999.000
150.40498501,44.67579457,-999.000
150.40663919,44.68108685,-999.000
150.40855480,44.68014464,-999.000
150.41066766,44.68020279,-999.000
150.41499824,44.68053104,-999.000
150.41581191,44.67980736,-999.000
150.41677357,44.68138904,-999.000
149.92436905,44.83713548,-999.000
149.93549398,44.84034887,-999.000
149.93751103,44.83658565,-999.000
149.94131941,44.83899684,-999.000
149.95088475,44.83402500,-999.000
149.95135056,44.83748866,-999.000
149.96127021,44.83641295,-999.000
149.98660464,44.83473675,-999.000
149.98838077,44.83702567,-999.000
149.98825829,44.84001138,-999.000
149.78151256,44.97075973,-999.000
149.78526225,44.97290917,-999.000
149.79295979,44.97183814,-999.000
149.80210699,44.96723920,-999.000
149.81081752,44.97339600,-999.000
150.39861466,45.11489685,-999.000
150.40381447,45.11394087,-999.000
150.41049836,45.11313972,-999.000
150.41027525,45.11199440,-999.000
150.41090219,45.11292023,-999.000
150.41740635,45.10826937,-999.000
150.44008991,45.11478027,-999.000
149.93182552,45.26331358,-999.000
149.93972774,45.25955030,-999.000
149.94048136,45.26388437,-999.000
149.94036385,45.26500274,-999.000
149.99949807,45.26295130,-999.000
149.96316362,45.25860696,-999.000
149.97585000,45.26311627,-999.000
149.98731934,45.26390293,-999.000
149.98710859,45.26578845,-999.000
149.99621985,45.41629600,-999.000
150.00592228,45.41921388,-999.000
150.02139095,45.41698018,-999.000
150.03006036,45.41868952,-999.000
150.03560996,45.41760347,-999.000
150.03941210,45.42207808,-999.000
150.04565898,45.41993163,-999.000
149.67974331,44.56000253,-999.000
149.68013710,44.56387148,-999.000
149.68388547,44.55897497,-999.000
149.69630680,44.56554999,-999.000
149.69657874,44.56020345,-999.000
149.70484671,44.56362884,-999.000
149.71540434,44.56383545,-999.000
149.71899032,44.56617804,-999.000
149.72092982,44.56581271,-999.000
150.35022829,45.25135463,-999.000
150.35325696,45.24998485,-999.000
150.35873820,45.25095636,-999.000
150.36244895,45.25309474,-999.000
150.36736714,45.25597706,-999.000
150.36921016,45.25372859,-999.000
150.39661937,45.25041916,-999.000
150.40522827,45.25758399,-999.000
150.41836722,45.25543096,-999.000
150.39492394,45.41162381,-999.000
150.41526523,45.41246800,-999.000
150.41547587,45.40849081,-999.000
150.42333213,45.41049908,-999.000
150.42402374,45.41144836,-999.000
150.43028967,45.40799821,-999.000
150.43532140,45.41064867,-999.000
150.29929350,44.52170943,-999.000
150.30460105,44.51610819,-999.000
150.31689225,44.52032677,-999.000
150.33148793,44.51964040,-999.000
150.34129617,44.52014790,-999.000
150.34389999,44.51694343,-999.000
150.53065912,44.69225313,-999.000
150.53765890,44.69548314,-999.000
150.53799256,44.69525381,-999.000
150.54579918,44.69904679,-999.000
150.55051577,44.69473845,-999.000
150.55301882,44.69623901,-999.000
150.55575885,44.69722004,-999.000
150.55752707,44.69806002,-999.000
150.57055253,44.69831938,-999.000
149.90078702,44.85548074,-999.000
149.90947225,44.85293884,-999.000
149.91946549,44.85109140,-999.000
149.92840403,44.85668402,-999.000
149.94030398,44.84979057,-999.000
149.55163095,44.99007690,-999.000
149.55900860,44.98902675,-999.000
149.56191505,44.98875565,-999.000
149.56318108,44.98931029,-999.000
149.58372523,44.98957135,-999.000
149.58522768,44.98768601,-999.000
149.58739622,44.98751589,-999.000
149.59046650,44.98551632,-999.000
149.59832055,44.98473374,-999.000
150.01218374,45.13076784,-999.000
150.01343912,45.12629224,-999.000
150.03056778,45.12929261,-999.000
150.03524759,45.12718694,-999.000
150.03679372,45.12649503,-999.000
150.04872030,45.13088376,-999.000
150.05180924,45.12463306,-999.000
149.75854792,45.27975102,-999.000
149.76843307,45.27475907,-999.000
149.76848098,45.28059646,-999.000
149.77492279,45.28255483,-999.000
149.77608212,45.28197415,-999.000
149.77667617,45.28110172,-999.000
149.77723637,45.28141522,-999.000
149.78918219,45.27788439,-999.000
149.79283686,44.53646224,-999.000
149.79314765,44.53619602,-999.000
149.81771299,44.54022522,-999.000
149.81961254,44.53672183,-999.000
149.84291771,44.53740599,-999.000
150.64171628,44.70099645,-999.000
150.65138059,44.70676692,-999.000
150.65466816,44.70224793,-999.000
150.66592000,44.70400503,-999.000
150.66844062,44.70279921,-999.000
150.67988441,44.70156479,-999.000
149.67951923,44.86304732,-999.000
149.67981121,44.86202258,-999.000
149.68546329,44.86121664,-999.000
149.68750853,44.85835460,-999.000
149.68756517,44.86548020,-999.000
149.68831459,44.86208261,-999.000
149.69149211,44.86199023,-999.000
149.69161962,44.85803354,-999.000
149.69247052,44.85863520,15.740
149.69452945,44.86374236,-999.000
149.69440987,44.86269345,-999.000
149.70223406,44.86571608,-999.000
149.70799806,44.86235379,-999.000
149.44639604,44.99837191,-999.000
149.44927149,44.99266317,-999.000
149.46118340,44.99291974,-999.000
149.46428072,44.99712081,-999.000
149.47943216,44.99840617,-999.000
149.47965021,44.99391760,-999.000
149.48187944,44.99204954,-999.000
149.74298020,45.13561934,-999.000
149.74572562,45.14062733,-999.000
149.75223217,45.13605274,-999.000
149.75483499,45.13416026,-999.000
149.75796553,45.14948328,-999.000
149.76709227,45.15638038,-999.000
150.24552092,45.24920087,-999.000
150.24640646,45.24232342,-999.000
150.35778381,45.26430030,-999.000
150.38997306,45.40255600,-999.000
150.40200393,45.40592278,-999.000
150.40278767,45.40452337,-999.000
150.36299986,45.42304616,-999.000
150.37549355,45.42302859,-999.000
150.38012507,45.41841249,-999.000
150.38110083,45.42354140,-999.000
149.72529837,44.45866715,-999.000
149.70991797,44.46035814,-999.000
149.69949483,44.45929804,-999.000
149.69717301,44.45801336,-999.000
149.69596573,44.46059724,-999.000
149.69148173,44.46530949,-999.000
149.68885046,44.46537138,-999.000
149.68053838,44.46601698,-999.000
149.67738893,44.46523172,-999.000
150.36250417,44.86395984,-999.000
150.36603629,44.86155905,15.732
150.37015233,44.85861620,-999.000
150.37788112,44.86585138,-999.000
150.38101527,44.86039879,-999.000
150.39082717,44.86326615,-999.000
150.39480774,44.86009891,-999.000
150.40562370,44.86416572,-999.000
150.07811573,44.99733828,-999.000
150.09571586,44.99139951,-999.000
150.09888690,44.99785965,-999.000
150.10261030,44.99686950,-999.000
150.10777306,44.99660377,-999.000
150.11051954,44.99313838,-999.000
150.42009147,45.13401293,-999.000
150.42229790,45.13631924,-999.000
150.44340329,45.13691418,-999.000
150.45904753,45.13378223,-999.000
150.39770679,45.28926285,-999.000
150.40441548,45.28614511,-999.000
150.40538608,45.28635322,-999.000
150.40709398,45.28474419,-999.000
150.41012712,45.28557998,-999.000
150.41091064,45.28285261,-999.000
150.41202330,45.28808757,-999.000
150.41729362,45.28697697,-999.000
150.42552865,45.28371033,-999.000
149.73548687,45.45617045,-999.000
149.73772937,45.45373678,-999.000
149.73779828,45.45594405,-999.000
149.74387373,45.45222724,-999.000
149.74832805,45.45635424,-999.000
149.75304285,45.45049842,-999.000
149.75927561,45.45084323,-999.000
149.76515156,45.45121396,-999.000
149.95648080,44.57015253,-999.000
150.00038979,44.56972988,-999.000
150.00510023,44.56713521,-999.000
149.54508046,44.73415067,-999.000
149.55549576,44.73816025,-999.000
149.55906783,44.73539028,-999.000
149.56285730,44.73735708,-999.000
149.58134669,44.73464608,-999.000
149.59712964,44.73672578,-999.000
149.59740396,44.73697589,-999.000
149.59757531,44.73641993,15.234
149.89417188,44.88084202,-999.000
149.90188541,44.88194540,-999.000
149.90334624,44.87586832,-999.000
149.90835953,44.87603263,-999.000
149.92833673,44.88028809,-999.000
149.93142411,44.87883082,-999.000
149.93319235,44.87609400,-999.000
149.94231002,44.87874339,-999.000
149.69575501,45.08553242,-999.000
149.70265648,45.08950713,-999.000
149.70494237,45.08832188,-999.000
149.70785495,45.08977744,-999.000
149.70875914,45.08326718,-999.000
149.70878919,45.08305862,-999.000
149.71108849,45.09051242,-999.000
149.71979622,45.08834532,-999.000
149.71983809,45.08650758,-999.000
150.59051061,45.22884031,-999.000
150.59565687,45.22680626,-999.000
150.59632298,45.22633191,-999.000
150.59820229,45.22575653,-999.000
150.60026403,45.22536152,-999.000
150.64412687,45.22930638,-999.000
150.64767218,45.22568278,-999.000
150.65289821,45.22956997,-999.000
149.51573865,45.39181279,-999.000
149.51660809,45.39352698,-999.000
149.51856327,45.39495848,-999.000
149.51891602,45.39338724,-999.000
149.52024252,45.39556295,-999.000
149.52077889,45.39250014,-999.000
149.52150682,45.39260541,-999.000
149.52167678,45.39941923,-999.000
149.53168567,45.39317809,-999.000
149.53527730,45.39195772,-999.000
149.53558874,45.39724171,-999.000
149.53604892,45.39758160,-999.000
149.53905671,45.39371520,-999.000
150.16718445,44.48759279,-999.000
150.16797214,44.48500010,-999.000
150.17116751,44.48375877,-999.000
150.17289868,44.48514814,-999.000
150.17518830,44.48435343,-999.000
150.17914208,44.48284850,-999.000
150.18202290,44.48813958,-999.000
150.19547531,44.49018352,-999.000
150.20043498,44.48532620,-999.000
150.20747809,44.48382392,-999.000
150.21173833,44.48813717,-999.000
150.52126406,44.67207931,-999.000
150.55047994,44.67324274,-999.000
150.55780527,44.67437467,-999.000
150.56013642,44.67374840,-999.000
150.56316926,44.66872508,-999.000
150.56739308,44.67138085,-999.000
150.56940409,44.66646990,13.201
150.57051906,44.66690972,-999.000
150.57394160,44.67119717,-999.000
150.57750173,44.67333732,-999.000
150.58090819,44.66864067,-999.000
150.58235053,44.66893590,-999.000
150.24332908,44.83247508,-999.000
150.24684812,44.83263393,-999.000
150.24782458,44.83280372,-999.000
150.24985327,44.83225833,-999.000
150.25046272,44.83007851,-999.000
150.25180071,44.83063111,-999.000
150.25722854,44.82670197,-999.000
150.26719320,44.82971274,-999.000
150.27172402,44.83227921,-999.000
