tile_id,n_matches,med_match,p90_match,max_match
tile-RA293.015-DEC+59.095,9,0.854335039835323,1.2916673006327395,1.3201110734909667
tile-RA294.238-DEC+57.627,4,0.8885996209016072,1.0542226788037081,1.0958742665052756
tile-RA294.587-DEC+51.129,1,1.87067491137729,1.87067491137729,1.87067491137729
tile-RA297.117-DEC+76.132,1,0.7186801836846718,0.7186801836846718,0.7186801836846718
tile-RA299.708-DEC+2.496,1,0.3819540168108416,0.3819540168108416,0.3819540168108416
tile-RA30.368-DEC+10.230,1,1.8664888200519019,1.8664888200519019,1.8664888200519019
tile-RA302.594-DEC+70.216,1,0.8905974778146016,0.8905974778146016,0.8905974778146016
tile-RA310.101-DEC+80.245,2,1.2464672288229381,1.5401898317497282,1.6136204824814258
tile-RA310.605-DEC+3.621,1,0.4620713839882816,0.4620713839882816,0.4620713839882816
tile-RA320.890-DEC+73.083,1,1.211632051138939,1.211632051138939,1.211632051138939
tile-RA327.368-DEC+46.757,1,1.5164023685149626,1.5164023685149626,1.5164023685149626
tile-RA329.224-DEC+66.087,1,0.5590377360962244,0.5590377360962244,0.5590377360962244
tile-RA33.710-DEC+21.494,1,0.9787522855316734,0.9787522855316734,0.9787522855316734
tile-RA335.745-DEC+25.253,1,1.6340289749578776,1.6340289749578776,1.6340289749578776
tile-RA340.168-DEC+48.327,1,1.4069501681076568,1.4069501681076568,1.4069501681076568
tile-RA341.828-DEC+29.961,1,1.7046348065645893,1.7046348065645893,1.7046348065645893
tile-RA343.251-DEC+47.584,1,1.8941315909701075,1.8941315909701075,1.8941315909701075
tile-RA346.827-DEC+29.323,1,1.911779831578242,1.911779831578242,1.911779831578242
tile-RA348.875-DEC+18.547,2,1.7119845327473442,1.869522268154276,1.9089067020060089
tile-RA349.023-DEC+9.152,1,1.856781241369306,1.856781241369306,1.856781241369306
tile-RA351.536-DEC+20.529,1,1.7932071119944666,1.7932071119944666,1.7932071119944666
tile-RA355.419-DEC+50.868,1,1.5760510179356193,1.5760510179356193,1.5760510179356193
tile-RA357.315-DEC+34.664,1,1.2014297896323998,1.2014297896323998,1.2014297896323998
tile-RA358.224-DEC+33.616,1,1.3792899466989668,1.3792899466989668,1.3792899466989668
tile-RA359.718-DEC+24.930,1,1.0414012184349253,1.0414012184349253,1.0414012184349253
tile-RA4.678-DEC+3.697,2,1.6636996020699277,1.8721543511722847,1.9242680384478739
tile-RA48.536-DEC+31.006,1,1.0101719897195005,1.0101719897195005,1.0101719897195005
tile-RA5.050-DEC+24.024,1,0.7528777979983184,0.7528777979983184,0.7528777979983184
tile-RA51.539-DEC+28.810,1,0.476732770425832,0.476732770425832,0.476732770425832
tile-RA53.337-DEC+57.965,2,0.9545844082513857,1.0378604268642564,1.0586794315174741
tile-RA60.874-DEC+14.489,1,1.8021066792167535,1.8021066792167535,1.8021066792167535
tile-RA67.564-DEC+9.496,1,0.7840775297816951,0.7840775297816951,0.7840775297816951
tile-RA84.498-DEC+50.719,1,1.0177698091185192,1.0177698091185192,1.0177698091185192
